# BugSigDB 2026-05-20_21:51_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:879/3/1,Study 879,prospective cohort,NA,10.22541/au.169511765.50376146/v1,https://www.authorea.com/users/666162/articles/667143-oral-lesion-and-microbiome-diversity-in-covid-19-hospitalized-patients,"Alessandra Lunis, Bernal Stewart, Cesar Augusto Migliorati, Ester Cerdeira Sabino, Joyce Vanessa Da Silva Fonseca, Nazareno Scaccia, Pablo Andres Munoz Torres, Paulo Henrique Braz Da Silva, Roberta Pilleggii, Rodrigo Melim Zerbinati, Silvia Figueiredo Costa, Sumatra Melo Da Costa Pereira Jales",Oral lesion and microbiome diversity in COVID-19 hospitalized patients,Authorea Inc.,2023,"Brazil, Oral lesion, covid-19, hospitalized patients, sars coronavirus",Experiment 3,Brazil,Homo sapiens,Oral cavity,UBERON:0000167,Antimicrobial agent,CHEBI:33281,No antibiotics use,Antibiotics use,COVID-19 patients who had antibiotic therapy in the previous 3 months.,NA,NA,NA,16S,4,Ion Torrent,raw counts,DESeq2,0.05,TRUE,NA,NA,"age,sex",NA,decreased,NA,NA,NA,NA,Signature 1,Paragraph 4 in section 3.3 and Paragraph 5 in the discussion section,7 March 2024,Nekembe,"Nekembe,Aleru Divine,Peace Sandy",Significant differences found in Covid-10 patients who were on antibiotic therapy in the previous 3 months.,increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium",1783272|1239|91061|186826|33958|1578;3379134|1224|28216|206351|481|482;3379134|976|200643|171549|171552|838;1783272|1239|91061|1385|90964|1279;1783272|1239|909932|1843489|31977|29465;3384189|32066|203490|203491|203492|848,Complete,Peace Sandy
bsdb:879/4/1,Study 879,prospective cohort,NA,10.22541/au.169511765.50376146/v1,https://www.authorea.com/users/666162/articles/667143-oral-lesion-and-microbiome-diversity-in-covid-19-hospitalized-patients,"Alessandra Lunis, Bernal Stewart, Cesar Augusto Migliorati, Ester Cerdeira Sabino, Joyce Vanessa Da Silva Fonseca, Nazareno Scaccia, Pablo Andres Munoz Torres, Paulo Henrique Braz Da Silva, Roberta Pilleggii, Rodrigo Melim Zerbinati, Silvia Figueiredo Costa, Sumatra Melo Da Costa Pereira Jales",Oral lesion and microbiome diversity in COVID-19 hospitalized patients,Authorea Inc.,2023,"Brazil, Oral lesion, covid-19, hospitalized patients, sars coronavirus",Experiment 4,Brazil,Homo sapiens,Oral cavity,UBERON:0000167,Oxygen,CHEBI:15379,No oxygen therapy,Oxygen therapy,COVID-19 patients who had oxygen therapy.,NA,NA,NA,16S,4,Ion Torrent,raw counts,DESeq2,0.05,TRUE,NA,NA,"age,sex",NA,NA,NA,NA,NA,decreased,Signature 1,Paragraph 4 in section 3.3 and Paragraph 5 in the discussion section,7 March 2024,Nekembe,"Nekembe,Aleru Divine,Peace Sandy",Significant differences found in Covid-10 patients who were on oxygen therapy.,increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus",1783272|1239|91061|186826|33958|1578;1783272|1239|909932|1843489|31977|29465;1783272|1239|91061|1385|90964|1279,Complete,Peace Sandy
bsdb:879/5/1,Study 879,prospective cohort,NA,10.22541/au.169511765.50376146/v1,https://www.authorea.com/users/666162/articles/667143-oral-lesion-and-microbiome-diversity-in-covid-19-hospitalized-patients,"Alessandra Lunis, Bernal Stewart, Cesar Augusto Migliorati, Ester Cerdeira Sabino, Joyce Vanessa Da Silva Fonseca, Nazareno Scaccia, Pablo Andres Munoz Torres, Paulo Henrique Braz Da Silva, Roberta Pilleggii, Rodrigo Melim Zerbinati, Silvia Figueiredo Costa, Sumatra Melo Da Costa Pereira Jales",Oral lesion and microbiome diversity in COVID-19 hospitalized patients,Authorea Inc.,2023,"Brazil, Oral lesion, covid-19, hospitalized patients, sars coronavirus",Experiment 5,Brazil,Homo sapiens,Oral cavity,UBERON:0000167,Illness severity status,EFO:0007863,Non ICU patients,ICU patients,COVID-19 patients who were in intensive care units.,NA,NA,NA,16S,4,Ion Torrent,raw counts,DESeq2,0.05,TRUE,NA,NA,"age,sex",NA,NA,NA,NA,NA,NA,Signature 1,Paragraph 4 in section 3.3 and Paragraph 6 in the discussion section,29 March 2024,Aleru Divine,Aleru Divine,Significant differences found in Covid-10 patients who were in the Intensive Care Unit (ICU).,increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella",1783272|1239|91061|186826|33958|1578;1783272|1239|909932|1843489|31977|29465,Complete,Peace Sandy
bsdb:879/5/2,Study 879,prospective cohort,NA,10.22541/au.169511765.50376146/v1,https://www.authorea.com/users/666162/articles/667143-oral-lesion-and-microbiome-diversity-in-covid-19-hospitalized-patients,"Alessandra Lunis, Bernal Stewart, Cesar Augusto Migliorati, Ester Cerdeira Sabino, Joyce Vanessa Da Silva Fonseca, Nazareno Scaccia, Pablo Andres Munoz Torres, Paulo Henrique Braz Da Silva, Roberta Pilleggii, Rodrigo Melim Zerbinati, Silvia Figueiredo Costa, Sumatra Melo Da Costa Pereira Jales",Oral lesion and microbiome diversity in COVID-19 hospitalized patients,Authorea Inc.,2023,"Brazil, Oral lesion, covid-19, hospitalized patients, sars coronavirus",Experiment 5,Brazil,Homo sapiens,Oral cavity,UBERON:0000167,Illness severity status,EFO:0007863,Non ICU patients,ICU patients,COVID-19 patients who were in intensive care units.,NA,NA,NA,16S,4,Ion Torrent,raw counts,DESeq2,0.05,TRUE,NA,NA,"age,sex",NA,NA,NA,NA,NA,NA,Signature 2,Paragraph 4 in section 3.3 and Paragraph 6 in the discussion section,29 March 2024,Aleru Divine,Aleru Divine,Significant differences found in Covid-10 patients who were in the Intensive Care Unit (ICU).,decreased,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,3379134|1224|1236|135625|712|724,Complete,Peace Sandy
bsdb:879/6/1,Study 879,prospective cohort,NA,10.22541/au.169511765.50376146/v1,https://www.authorea.com/users/666162/articles/667143-oral-lesion-and-microbiome-diversity-in-covid-19-hospitalized-patients,"Alessandra Lunis, Bernal Stewart, Cesar Augusto Migliorati, Ester Cerdeira Sabino, Joyce Vanessa Da Silva Fonseca, Nazareno Scaccia, Pablo Andres Munoz Torres, Paulo Henrique Braz Da Silva, Roberta Pilleggii, Rodrigo Melim Zerbinati, Silvia Figueiredo Costa, Sumatra Melo Da Costa Pereira Jales",Oral lesion and microbiome diversity in COVID-19 hospitalized patients,Authorea Inc.,2023,"Brazil, Oral lesion, covid-19, hospitalized patients, sars coronavirus",Experiment 6,Brazil,Homo sapiens,Oral cavity,UBERON:0000167,Diet,EFO:0002755,Non enteral diet,Covid-19 patients on enteral diet,COVID-19 patients who were on the enteral diet.,NA,NA,NA,16S,4,Ion Torrent,raw counts,DESeq2,0.05,TRUE,NA,NA,"age,sex",NA,NA,NA,NA,NA,NA,Signature 1,Paragraph 4 in section 3.3 and Paragraph 6 in the discussion section,29 March 2024,Aleru Divine,Aleru Divine,Significant differences found in Covid-10 patients who were on enteral diet.,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella",3379134|1224|1236|135615|868|2717;1783272|1239|91061|186826|186828|117563;3379134|1224|1236|135625|712|724;1783272|1239|91061|186826|33958|1578;3384189|32066|203490|203491|1129771|32067;3379134|976|200643|171549|171551|836;1783272|201174|1760|85006|1268|32207;1783272|1239|91061|186826|1300|1301;1783272|1239|909932|1843489|31977|29465,Complete,Peace Sandy
bsdb:1078/1/1,Study 1078,laboratory experiment,NA,10.1016/j.jff.2024.106106,https://www.sciencedirect.com/science/article/pii/S1756464624001087#s0125,"Haoyu Wang, Kaiwei Chen, Liang Xiao, Ningning He, Shangyong Li, Shengnan Yu, Xiaoqian Lin, Yuanqiang Zou, Zhinan Wu",Stachyose ameliorates obesity-related metabolic syndrome via improving intestinal barrier function and remodeling gut microbiota,Journal of Functional Foods,2024,"Butyrate-producing strains, Stachyose, gut microbiota, intestinal barrier, metabolic syndrome",Experiment 1,China,Mus musculus,Feces,UBERON:0001988,High fat diet,EFO:0002757,High-Fat Diet fed Mice (HFD),Stachyose-treated High-Fat Diet fed Mice (STA),"Male C57BL/6J mice (18–20g, 6 weeks old) which were fed a High-Fat Diet (D12492-HFD diet, #XTHF60-1) with 60% of energy from fat, for 12 weeks and treatment with stachyose in the last 8 weeks (200 mg/ kg/day).",7,7,NA,WMS,NA,DNBSEQ-T7,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 1,Figure 5A,2 May 2024,Joan Chuks,Joan Chuks,Bacterial taxa identified by Linear discriminant analysis effect size (LEfSe) as differentially abundant in mice fed with Stachyose-treated High-Fat Diet compared to mice fed with High-Fat Diet.,increased,"k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris,k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__Allobaculum mucilyticum,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter immobilis,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parafannyhessea|s__Parafannyhessea umbonata",1783272|201174|84998|84999|84107|102106|147206;1783272|1239|526524|526525|128827|174708|2834459;1783272|201174|84998|84999|1643824|2847307|2779519;1783272|201174|84998|84999|1643824|2082587|2003188;1783272|201174|84998|84999|1643824|2847312|604330,Complete,Svetlana up
bsdb:1078/1/2,Study 1078,laboratory experiment,NA,10.1016/j.jff.2024.106106,https://www.sciencedirect.com/science/article/pii/S1756464624001087#s0125,"Haoyu Wang, Kaiwei Chen, Liang Xiao, Ningning He, Shangyong Li, Shengnan Yu, Xiaoqian Lin, Yuanqiang Zou, Zhinan Wu",Stachyose ameliorates obesity-related metabolic syndrome via improving intestinal barrier function and remodeling gut microbiota,Journal of Functional Foods,2024,"Butyrate-producing strains, Stachyose, gut microbiota, intestinal barrier, metabolic syndrome",Experiment 1,China,Mus musculus,Feces,UBERON:0001988,High fat diet,EFO:0002757,High-Fat Diet fed Mice (HFD),Stachyose-treated High-Fat Diet fed Mice (STA),"Male C57BL/6J mice (18–20g, 6 weeks old) which were fed a High-Fat Diet (D12492-HFD diet, #XTHF60-1) with 60% of energy from fat, for 12 weeks and treatment with stachyose in the last 8 weeks (200 mg/ kg/day).",7,7,NA,WMS,NA,DNBSEQ-T7,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 2,Figure 5A,2 May 2024,Joan Chuks,Joan Chuks,Bacterial taxa identified by Linear discriminant analysis effect size (LEfSe) as differentially abundant in mice fed with Stachyose-treated High-Fat Diet compared to mice fed with High-Fat Diet.,decreased,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae,3379134|1224|1236|91347|543|561|1499973,Complete,Svetlana up
bsdb:10202341/1/1,10202341,prospective cohort,10202341,10.1046/j.1365-2222.1999.00560.x,NA,"Björkstén B., Naaber P., Sepp E. , Mikelsaar M.",The intestinal microflora in allergic Estonian and Swedish 2-year-old children,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,1999,NA,Experiment 1,"Estonia,Sweden",Homo sapiens,Feces,UBERON:0001988,Food allergy,MONDO:0700226,Nonallergic  Estonian children.,Allergic Estonian children.,2-year-old children with confirmed diagnosis of allergy,16,13,NA,NA,NA,NA,relative abundances,T-Test,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 1,Fig. 1,10 January 2021,Lucy Mellor,"WikiWorks,Peace Sandy","Intestinal microflora of 13 allergic (grey) and 16 nonallergic
(white) Estonian children. The results are presented as colonization
rate (%, columns) and counts (log CFU/g, range and median, lines
and filled symbols).",increased,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus aureus,1783272|1239|91061|1385|90964|1279|1280,Complete,Peace Sandy
bsdb:10202341/1/2,10202341,prospective cohort,10202341,10.1046/j.1365-2222.1999.00560.x,NA,"Björkstén B., Naaber P., Sepp E. , Mikelsaar M.",The intestinal microflora in allergic Estonian and Swedish 2-year-old children,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,1999,NA,Experiment 1,"Estonia,Sweden",Homo sapiens,Feces,UBERON:0001988,Food allergy,MONDO:0700226,Nonallergic  Estonian children.,Allergic Estonian children.,2-year-old children with confirmed diagnosis of allergy,16,13,NA,NA,NA,NA,relative abundances,T-Test,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 2,Fig. 1.,10 January 2021,Lucy Mellor,"WikiWorks,Peace Sandy","Intestinal microflora of 13 allergic (grey) and 16 nonallergic (white) Estonian children. The results are presented as colonization rate (%, columns) and counts (log CFU/g, range and median, lines and filled symbols).",decreased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",1783272|201174|1760|85004|31953|1678;1783272|1239|91061|186826|33958|1578,Complete,Peace Sandy
bsdb:10202341/2/1,10202341,prospective cohort,10202341,10.1046/j.1365-2222.1999.00560.x,NA,"Björkstén B., Naaber P., Sepp E. , Mikelsaar M.",The intestinal microflora in allergic Estonian and Swedish 2-year-old children,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,1999,NA,Experiment 2,"Estonia,Sweden",Homo sapiens,Feces,UBERON:0001988,Food allergy,MONDO:0700226,Non-allergic Swedish children.,Allergic Swedish children,2-year-old children with confirmed diagnosis of allergy,19,14,NA,NA,NA,NA,relative abundances,T-Test,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 1,Fig. 2,29 February 2024,Peace Sandy,"Peace Sandy,WikiWorks","Intestinal microflora of 14 allergic (grey) and 19 nonallergic
(white) Swedish children. The results are presented as colonization
rate (%, columns) and counts (log CFU/g, range and median, lines
and filled symbols).",increased,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus aureus,1783272|1239|91061|1385|90964|1279|1280,Complete,Peace Sandy
bsdb:10202341/2/2,10202341,prospective cohort,10202341,10.1046/j.1365-2222.1999.00560.x,NA,"Björkstén B., Naaber P., Sepp E. , Mikelsaar M.",The intestinal microflora in allergic Estonian and Swedish 2-year-old children,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,1999,NA,Experiment 2,"Estonia,Sweden",Homo sapiens,Feces,UBERON:0001988,Food allergy,MONDO:0700226,Non-allergic Swedish children.,Allergic Swedish children,2-year-old children with confirmed diagnosis of allergy,19,14,NA,NA,NA,NA,relative abundances,T-Test,0.05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 2,Fig. 2.,29 February 2024,Peace Sandy,"Peace Sandy,WikiWorks","Intestinal microflora of 14 allergic (grey) and 19 nonallergic(white) Swedish children. The results are presented as colonization rate (%, columns) and counts (log CFU/g, range and median, lines and filled symbols).",decreased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium",1783272|1239|91061|186826|33958|1578;1783272|201174|1760|85004|31953|1678,Complete,Peace Sandy
bsdb:15987522/1/1,15987522,case-control,15987522,10.1186/1479-5876-3-27,NA,"Mager D.L., Haffajee A.D., Devlin P.M., Norris C.M., Posner M.R. , Goodson J.M.","The salivary microbiota as a diagnostic indicator of oral cancer: a descriptive, non-randomized study of cancer-free and oral squamous cell carcinoma subjects",Journal of translational medicine,2005,NA,Experiment 1,United States of America,Homo sapiens,Saliva,UBERON:0001836,Oral squamous cell carcinoma,MONDO:0004958,Controls,oral squamous cell carcinoma (OSCC),"disgnosed oral squamous cell carcinoma via biopsy, age 18 years or older and immunocompetent",229,45,3 months,NA,NA,DNA-DNA Hybridization,relative abundances,Mann-Whitney (Wilcoxon),0.001,TRUE,NA,"age,sex,smoking behavior",NA,NA,NA,NA,NA,NA,NA,Signature 1,"Figure 1 , Text",10 January 2021,Utsav Patel,WikiWorks,Relative abundance of oral microbiome in oral squamous cell carcinoma patients and controls,increased,"k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella melaninogenica,k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga gingivalis,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus mitis,k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga ochracea",3379134|976|200643|171549|171552|838|28132;3379134|976|117743|200644|49546|1016|1017;1783272|1239|91061|186826|1300|1301|28037;3379134|976|117743|200644|49546|1016|1018,Complete,Rimsha Azhar
bsdb:15987522/1/2,15987522,case-control,15987522,10.1186/1479-5876-3-27,NA,"Mager D.L., Haffajee A.D., Devlin P.M., Norris C.M., Posner M.R. , Goodson J.M.","The salivary microbiota as a diagnostic indicator of oral cancer: a descriptive, non-randomized study of cancer-free and oral squamous cell carcinoma subjects",Journal of translational medicine,2005,NA,Experiment 1,United States of America,Homo sapiens,Saliva,UBERON:0001836,Oral squamous cell carcinoma,MONDO:0004958,Controls,oral squamous cell carcinoma (OSCC),"disgnosed oral squamous cell carcinoma via biopsy, age 18 years or older and immunocompetent",229,45,3 months,NA,NA,DNA-DNA Hybridization,relative abundances,Mann-Whitney (Wilcoxon),0.001,TRUE,NA,"age,sex,smoking behavior",NA,NA,NA,NA,NA,NA,NA,Signature 2,"Figure 1 , Text",10 January 2021,Utsav Patel,WikiWorks,Relative abundance of oral microbiome in oral squamous cell carcinoma patients and controls,decreased,"k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia buccalis,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum saburreum",3384189|32066|203490|203491|1129771|32067|40542;1783272|1239|186801|3085636|186803|1164882|467210,Complete,Rimsha Azhar
bsdb:19533811/1/2,19533811,case-control,19533811,10.3748/wjg.15.2887,NA,"Kerckhoffs A.P., Samsom M., van der Rest M.E., de Vogel J., Knol J., Ben-Amor K. , Akkermans L.M.",Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients,World journal of gastroenterology,2009,NA,Experiment 1,Netherlands,Homo sapiens,"Feces,Mucosa of small intestine","UBERON:0001204,UBERON:0001988",Irritable bowel syndrome,MONDO:0005052,Healthy Control,IBS,"Twelve male and 29 female IBS patients included in this study fulfilled the Rome II criteria for IBS and were categorized as diarrhea predominant (IBS-D), constipation predominant (IBS-C) or alternating IBS subgroup (IBS-A)",26,41,NA,NA,NA,RT-qPCR,raw counts,T-Test,0.05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Signature 2,Tables 2 and 3,19 July 2021,Kwekuamoo,"Chloe,Kwekuamoo,WikiWorks","Real time PCR analysis of fecal bifidobacteria in HS, IBS patients and IBS subgroups",decreased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum,k__Bacillati|p__Bacillota|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia lituseburensis,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium",1783272|201174|1760|85004|31953|1678|1686;1783272|1239|186801|3082720|186804|1501226|1537;1783272|201174|1760|85004|31953|1678,Complete,Chloe
bsdb:19903265/1/1,19903265,case-control,19903265,10.1111/j.1365-2982.2009.01427.x,NA,"Tana C., Umesaki Y., Imaoka A., Handa T., Kanazawa M. , Fukudo S.",Altered profiles of intestinal microbiota and organic acids may be the origin of symptoms in irritable bowel syndrome,Neurogastroenterology and motility : the official journal of the European Gastrointestinal Motility Society,2010,NA,Experiment 1,Japan,Homo sapiens,Feces,UBERON:0001988,Irritable bowel syndrome,MONDO:0005052,Healthy Control,IBS,"All patients were diagnosed with IBS after conducting a medical interview based on Rome II criteria and positive judgment by a Rome II modular questionnaire retrospectively and positively fulfilling Rome III criteria. According to Rome II criteria related to bowel habits, 11 subjects had constipation-predominant IBS (IBS-C), eight had diarrhoea-predominant IBS (IBS-D) and seven had mixed IBS (IBS-M).",26,26,NA,WMS,NA,RT-qPCR,NA,Spearman Correlation,0.05,FALSE,NA,"age,sex",NA,NA,NA,NA,NA,NA,NA,Signature 1,Table 2,4 July 2021,Kwekuamoo,"Kwekuamoo,Atrayees,WikiWorks","Comparison of GI microbiota between IBS patients and the
controls",increased,"k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",1783272|1239|909932|1843489|31977|29465;1783272|1239|91061|186826|33958|1578,Complete,Atrayees
bsdb:19903265/1/2,19903265,case-control,19903265,10.1111/j.1365-2982.2009.01427.x,NA,"Tana C., Umesaki Y., Imaoka A., Handa T., Kanazawa M. , Fukudo S.",Altered profiles of intestinal microbiota and organic acids may be the origin of symptoms in irritable bowel syndrome,Neurogastroenterology and motility : the official journal of the European Gastrointestinal Motility Society,2010,NA,Experiment 1,Japan,Homo sapiens,Feces,UBERON:0001988,Irritable bowel syndrome,MONDO:0005052,Healthy Control,IBS,"All patients were diagnosed with IBS after conducting a medical interview based on Rome II criteria and positive judgment by a Rome II modular questionnaire retrospectively and positively fulfilling Rome III criteria. According to Rome II criteria related to bowel habits, 11 subjects had constipation-predominant IBS (IBS-C), eight had diarrhoea-predominant IBS (IBS-D) and seven had mixed IBS (IBS-M).",26,26,NA,WMS,NA,RT-qPCR,NA,Spearman Correlation,0.05,FALSE,NA,"age,sex",NA,NA,NA,NA,NA,NA,NA,Signature 2,text,19 July 2023,Atrayees,"Atrayees,WikiWorks","Comparison of GI microbiota between IBS patients and the controls

Abundance in",decreased,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,1783272|1239|186801|186802|31979|1485,Complete,Atrayees
bsdb:20140211/1/1,20140211,case-control,20140211,10.1371/journal.pone.0009085,NA,"Larsen N., Vogensen F.K., van den Berg F.W., Nielsen D.S., Andreasen A.S., Pedersen B.K., Al-Soud W.A., Sørensen S.J., Hansen L.H. , Jakobsen M.",Gut microbiota in human adults with type 2 diabetes differs from non-diabetic adults,PloS one,2010,NA,Experiment 1,Denmark,Homo sapiens,Feces,UBERON:0001988,Type II diabetes mellitus,MONDO:0005148,Control,Diabetes Type 2,The diabetic group had elevated concentration of plasma glucose as determined by a fasting oral glucose tolerance test (OGTT),10,10,NA,16S,4,Roche454,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,NA,NA,NA,NA,unchanged,NA,NA,NA,Signature 1,Figure 2 + Text,10 January 2021,Phyu Han,WikiWorks,Relative abundances (%) of bacteria were determined in feces from human adults with type 2 diabetes and non-diabetic adult (all are males),increased,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria,3379134|1224|28216,Complete,Shaimaa Elsafoury
